,SCORE,,,390,100%
 132 ,"THE RIGHTS OF THE IP's TO CULTURAL INTEGRITY SHALL INCLUDE 
A. PROTECTION OF INDIGENOUS CULTURE, TRADITIONS AND INSTITUTIONS 
B. RIGHT TO ESTABLISH AND CONTROL EDUCATIONAL AND LEARNING SYSTEMS
C. RIGHT TO SCIENCE AND TECHNOLOGY 
D. ALL OF THE ABOVE 
E. NONE OF THE ABOVE",D,D,Correct,1
 133 ,"THE PRIMARY GOVT AGENCY TO IMPLEMENT THE POLICIES FOR THE IP's IS:
A. OFFICE OF THE CULTURAL AFFAIRS ITIES
B. NATIONAL COMMISSION FOR THE CULTURAL MINOR
C. COMMISSION FOR THE PHILIPPINE MINORITIES
D. NATIONAL COMMISSION FOR INDIGENOUS PEOPLES",D,D,Correct,1
 134 ,"SYSTEMS, INSTITUTIONS, MECHAMINCS, AND TECHNOLOGIES COM KNOWLEDGE ENCLAVE THROUGH TIME.
A. CULTURAL PRACTICES
B. CULTURAL WAY OF LIFE
C. INDIGENOUS CULTURE
D. INDIGENOUS KNOWLEDGE SYSTEMS AND PRACTICES",D,D,Correct,1
 135 ,"CONSENSUS OF ALL MEMBERS OF THE ICC's/I P's DETERMINED IN ACCORDANCE WITH THEIR RESPECTIVE CUSTOMARY LAWS AND PRACTICES, FREE FROM ANY EXTERNAL MANIPULATIONA AND COERCION
A. INDIGENOUS CONSENSUS
B. RIGHTS OF THE INDIGENOUS PEOPLE
C. FREE AND INFORMED CONSENT
D. All OF THE ABOVE",C,C,Correct,1
 136 ,"RA-8371 IS ALSO KNOWN AS THE:
A. NIPAS LAW
B. CONSERVATION AND BIODIVERSITY
C. AGENDA 21
D. INDIGENOUS PEOPLE RIGHTS ACT (IPRA)",D,D,Correct,1
 137 ,"THE NATL. COMMISSION ON INDIGENOUS PEOPLES SHALL PROTECT THE RIGHTS OF THE INDIGENOUS PEOPLE EXCEPT THOSE OF:
A. CHILDREN AND YOUTH
B. ELDERS
C. WOMEN
D. ALL OF THE ABOVE",D,D,Correct,1
 138 ,"HOW MANY COMMISSIONERS COMPRISE THE NAT'L. COMMISSION ON INDIGENOUS PEOPLES?
A. FIVE
B. SEVEN
C. NINE
D. ELEVEN
E. FOUR",B,B,Correct,1
 139 ,"IT CONSISTS OF RESOURCE FLOWS PROVIDED BY BILATERAL SOURCES AND MULTILATERAL INSTITUTIONS WITH THE OBJECTIVE OF PROMOTING THE ECONOMIC DEVELOPMENT AND WELFARE OF THE RECIPIENT COUNTRY.
A. WORLD BANK
B. OFFICIAL DEVELOPMENT ASSISTANCE (ODA)
C. INTERNAL REVENUE ALLOTMENT
D. DEVELOPMENT",B,B,Correct,1
 140 ,"THIS LAW PROVIDES A LIBERALIZED ENVIRONMENT CONDUCIVE TO PRIVATE SECTOR INVESTMENT.
A. RA 6657 & RA 7718 (BOT LAW)
B. RETAIL TRADE LIBERALIZATION ACT
C. URBAN DEVELOPMENT AND HOUSING ACT (UDHA)
D. ALL OF THE ABOVE
E. NONE OF THE ABOVE",A,A,Correct,1
 141 ,"A CONTRACTUAL AGGREMENT WHEREBY A PROJECT PROPONENT IS AUTHORIZED TO FINANCE, CONSTRUCT, OWN, OPERATE AND MAINTAIN AN INFRASTRUCTURE OR DEVELOPMENT FACILITY FROM WHICH THE PROPONENT IS ALLOWED TO RECOVER ITS TOTAL INVESTMENT, OPERATING AND MAINTENANCE COSTS PLUS A REASONABLE RETURN THEREON BY COLLECTING TOOLS, FEES, RENTALS AND OTHER CHARGES FROM FACILITY USERS.
A. BUILD AND TRANSFER
B. BUILD, OWN AND OPERATE
C. BUILD, TRANSFER AND OPERATE
D. DEVELOP, OPERATE AND TRANSFER",B,B,Correct,1
 142 ,"A CONTRACTUAL ARRANGEMENT WHEREBY THE PUBLIC SECTOR CONTRACTS-OUT THE BUILDING OF AN INFRASTRUCTURES FACILITY TO PRIVATE ENTITY SUCH THAT THE CONTRACTOR BUILDS THE FACILITY ON A TURNKEY BASIS, ASSUMING COST OVERRUN, DELAY AND SPECIFIED PERFORMANCE RISKS.
A. BUILD AND TRANSFER
B. BUILD, OWN AND OPERATE
C. BUILD, TRANSFER AND OPERATE
D. DEVELOP, OPERATE AND TRANSFER",C,C,Correct,1
 143 ,"THE USE OF SCIENTIFIC METHOS AND INFORMATION TO DEFINE THE PROBABILITY AND MAGNITUDE OF POTENTIALLY ADVERSE EFFECTS WHICH CAN RESULT FROM EXPOSURETO HAZARDOUS MATERIALS OR SITUATIONS.
A. ENVIRONMENTAL IMPACT STATEMENT
B. ENVIRONMENTAL RISK ASSESSMENT
C. SCOPING
D. NONE OF THE ABOVE",B,B,Correct,1
 144 ,"THOSE PERSONS WHO MAY BE SIGNIFICANTLY AFFECTED BY THE PROJECT OR UNDERTAKING ARE CALLED:
A. INDIGENOUS PEOPLE
B. STAKEHOLDERS
C. SQUATTERS
D. PROPONENT",B,B,Correct,1
 145 ,"WHICH OF THESE PROJECTS REQUIRE AN EIS?
A. GOLF COURSES ANS USBDIVISldN ABOVE lOHECTARES
B. DRUGSTORE AND BACKYARD PIGGERY
C. PROJECTS UNDER KALAKALAN 20
D. ALL OF THE ABOVE",A,A,Correct,1
 146 ,"THOSE SUFFERING FROM RESTRICTION OR LACK OF ABILITY TO PERFORM AN ACITIVITY IN THE MANNER OR WITHIN THE RANGE CONSIDERED NORMAL FOR A HUMAN BEING AS RESULT OF MENTAL, PHYSICAL OR SENSORY IMPAIRMENT. 
A. PHYSICALLY CHALLENGED 
B. IMPAIRED
C. DISABLED 
D. DISADVANTAGE",C,C,Correct,1
 147 ,"EBENEZER HOWARD IS REGARDED AS THE MOST INFLUENTIAL AMONG THE GREAT THINKERS IN MODERN URBAN AND REGIONAL PLANNING. HIS FAMOUS BOOK, FIRST PUBLISHED IN 1898, WAS TITLED:
A. GARDEN CITIES
B. GARDEN CITIES OF TOMORROW
C. TOMORROW'S CITIES
D. TOMORROW",B,B,Correct,1
 148 ,"EBENEZER HO\IYARD'S IDEAS WERE ADOPTED BY THE BRITISH GOVT IN THE ENACTMENT OF THE NEW TOWNS ACT OF 1947. THE NEW TOWNS CONCEPT, ACCORDING TO HISTORIANS, HAS BEEN ILLUSTRATED BY HOWARD ON A PAPER NAPKIN, THIS FAMOUS DIAGRAM CONSISTS OF:
A. ONE MAGNET
B. TWO MAGNETS
C. THREE MAGNETS
D. FOUR MAGNETS",C,C,Correct,1
 149 ,"EBENEZER HOWARD ENVISIONED A NEW TOWN DELIBERATELY OUTSIDE NORMAL COMMUTER RANGE OF THE OLD CITY. IT WOULD BE FAIRLY SMALL. ITS POPULATION SIZE SHALL BE:
A. 10,000
B. 20,000
c. 22,000
D. 30,000",C,C,Correct,1
 150 ,"THE FIRST NEW TOWN BUILT FOLLOWING EBENEZER HOWARD'S IDEA IS KNOWN AS:
A. LETCHWORTH
B. SOLITAIRE
C. STERENAGE
D. WELWYN",A,A,Correct,1
 151 ,"AN ECOLOGICAL PROFILE PERTAINS TO:
A. DETERMINE THE STATUS OF THE ENVIRONEMNT
B. MERGER OF THE SOCIO-ECONOMIC AND BIOPHYSICAL PROFILES OF THE ST~DY AREA AND TREATS THESE SUBJECTS ON EQUAL FOOTING
C. PRESENTATION OF THE CONDITIONS OF THE NATURAL ENVIRONMENT AND NATURAL RESOURCES.
D. ALL OF THE ABOVE",B,B,Correct,1
 152 ,"POPULATION MAY BE ESTIMATED INTO THE FUTURE BY ADOPTING ONE OR ANY OF THE FOLLOWING METHODOLOGIES:
1. REGRESSION ANYLYSIS
2. EXPONENTIAL METHOD
3. ARITHMETIC METHOD
4. INPUT-OUTPUT ANALYSIS
5. GEOMETRIC METHOD
A. 1, 2 & 3
B. 2, 3 &4
C. 3, 4 & 5
D. 2, 3 & 5",D,D,Correct,1
 153 ,"THE AUTHORllY TO APPROVE AND ADOPT THE COMPREHENSIVE DEVELOPMENT PLAN RESTS ON:
A. OFFICE OF THE MATYOR 
B. SANGGUNIANG BAYAN 
C. PLANNING AND DEVELOPMENT OFFICE 
D. SANGGUNIANG PANLALAWIGAN OFFICE",B,B,Correct,1
 154 ,"PD-1308 DEFINES ""ENVIRONMENTAL PLANNING"" AS:
A. ACTIVITIES CONCERNED WITH THE PLANNING AND REGULATION FOR THE MANAGEMENT AND DEVELOPMENT OF LAND, AS WELL AS THE PRESERVATION, CONSERVATION, REHABILITATION OF HUMAN SETTLEMENTS, HABITATS AND THEIR NATURAL ENVIRONMENT
B. ACTIVITIES CONCERNED WITH THE MANAGEMENT AND DEVELOPMENT OF LAND, AS WELL AS THE PRESERVATION, CONSERVATION, REHABILITATION OF THE HUMAN ENVIRONMENT.
C. ACT OF PLANNING, DESIGNING, SPECIFYING, SUPERVISING AND GIVING GENERAL ADMINISTRATION AND RESPONSIBLE DIRECTION TO THE GROWTH AND DEVELOPMENTS OF TOWNS AND CITIES THROUGH APPROPRIATE LAND USE.",B,B,Correct,1
 155 ,"PD-1308 PROVIDES THAT A CONSULTING FIRM, PARTNERSHIP, COMPANY, OR ASSOCIATION MAY ENGAGE IN THE PRACTICE OF ENVIRONMENTAL PLANNING IN THE PHILS, PROVIDED THAT:
A. AT LEAST 75% OF THE ENTIRE MEMBERSHIP OF THE BOARD OF THE ENTITY SHALL BE REGISTERED ENVIRONMENTAL PLANNERS
B. AT LEAST 70% OF THE CAPITALIZATION OF THE ENTITY IS OWNED BY REGISTERED ENVIRONMENTAL PLANNERS
C. AT LEAST 70% OF THE ENTIRE BOARD MEMBERSHIP OF THE IS ENTITY SHALL BE REGISTERED ENVIRONMENTAL PLANNERS AND 75% OF THE TOTAL CAPITALIZATION OF THE ENTITY IS OWNED BY THEM
D. AT LEAST 75% OF THE ENTIRE BOARD MEMBERSHIP OF THE ENTITY SHALL BE REGISTERED ENVIRONMENTAL PLANNERS AND 75% OF THE CAPITALIZATION OF THE ENTITY IS OWNED BY THEM.",D,D,Correct,1
 156 ,"IT IS CONSIDERED ONE OF THE LOCAL GOVT. UNITS:
A. BARANGGAYS
B. ARMM
C. REGIONAL DEVELOPMEN""'f COUNCIL
D. METROPOLITAN DEVELOPMENT AUTHORITY",A,A,Correct,1
 157 ,"THE PLAN WITH WHICH CITIES AND MUNICIPALITIES PROMOTES THE GENERAL WELFARE OF ITS INHABITANTS AND ENSURES THE DELIVERY OF BASIC SERVICES AND FACILITIES IN ITS CAPACITY AS A CORPORATE ENTITY IS:
A. POVERTY REDUCTION PLAN
B. COMPREHENSIVE DEVELOPMENT PLAN
C. PLAN FOR THE YOUTH AND ELDERLY
D. NONE OF THE ABOVE
E. ALL OF THE ABOVE",D,D,Correct,1
 158 ,"IT IS A CONCEPT OF SPATIAL DEVELOPMENT THAT WELL-ARTICULATED AND INTEGRATED SYSTEM OF GROWTH CENTERS OF DIFFERENT SIZES AND FUNCTIONAL CHARACTERISTICS CAN PLAY AN IMPORTANT ROLE IN FACILITATING MORE WIDESPREAD REGIONAL DEVELOPMENT.
A. GROWTH POLE CONCEPT
B. DECENTRALIZED TERRITORIAL APPROACH
C. FUNCTIONAL-SPATIAL INTEGRATION
D. SMART GROWTH CONCEPT",A,A,Correct,1
 159 ,"IN LOCAL DEVELOPMENT PLANNING, IT IS ALSO CALLED AS ''TERM-BASED PLAN"":
A. LOCAL DEVELOPMENT INVESTMENT PROGRAM 
B. EXECUTIVE AND LEGISLATIVE AGENDA 
C. ANNUAL INVESTMENT PROGRAM 
D. 7-POINT EXECUTIVE AGENDA",C,C,Correct,1
 160 ,"SOME METHODS FOR SELECTING THE PREFFERED SPATIAL STRATEGY OR URBAN FORM ARE:
1. COST-BENEFIT ANALYSIS
2. PLANNING BALANCE SHEET
3. GOAL ACHIEVEMENT MATRIX
4. SWOT ANALYSIS
5.
A. l, 2 & 3
B. 2, 3 & 4
C. 3, 4 & 5
D. 2, 4 & 5 ",A,A,Correct,1
 161 ,"IF THE LOCATION QUOTIENT OF AN INDUSTRY IN A MUNICIAPLITY VIS-A-VIS THE PROVINCE rs MORE THAN ONE (1) UNIT, IT SHOWS THAT:
A. THE MUNICIPALITY IS MORE SPECIALIZED THAN THE PROVINCE AS A WHOLE IN THAT TYPE OF ECONOMIC ACTIVITY.
B. THE MUNICIPALITY IS LESS SPECIALIZED IN THAT ACTIVITY OR SECTOR THAN THE PROVINCE AS A WHOLE.
C. THE ACTIVITY IS EQUALLY IMPORTANT IN BOTH THE MUNICIPALITY AND THE PROVINCE.",A,A,Correct,1
 162 ,"HLURB IS THE SOLE REGULATORY BODY OF LAND USE AND HOUSING DEVELOPMENT AS PROVIDED FOR UNDER:
A. EO-72
B. RA-7160
C. EO-90
D. NONE OF THE ABOVE",C,C,Correct,1
 163 ,"PERROUX IS TO GROWTH POLE THEORY, AS DIOXIADES IS TO:
A. INDUSTRIAL LOCATION THEORY
B. PATTERNS OF HUMAN SETTLEMENTS
C. SHORT-RUN REGIONAL CHANGE
D. NONE OF THE ABOVE",D,D,Correct,1
 164 ,"THE PATTERN OF URBAN SETTLEMENT OF MAN IS AS FOLLOWS:
A. URBAN REGION, MEGAPOLIS, METROPOLIS
B. VILLAGE, MEGAPOLIS, TOWN
C. VILLAGE, CITY, URBAN REGION
D. NONE OF THE ABOVE",C,C,Correct,1
 165 ,"THE CITY OF MANILA WAS A ""PLAZA COMPLEX"" DURING THE:
A. COMMONWEALTH PERIOD
B. JAPANESE OCCUPATION
C. SPANISH COLONIZATION
D. AMERICAN ERA",C,C,Correct,1
 166 ,"PD-1216 IS THE LAW PERTAINING TO: 
A. FISHERIES CODE OF 1998 
B. PRC MODERNIZATION ACT
C. SOLID WASTE MANAGEMENT ACT 
D. DEFINING ""OPEN SPACES"" IN RESIDENTIAL SUBDIVISIONS",D,D,Correct,1
 167 ,"WHICH OF THE FOLLOWING FORCES CONTRIBUTE/S TO CHANGES IN THE GLOBAL SYSTEMS OF CITIES:
A. COMPETITION AMONG CITIES; TECHNICAL CHANGE
B. GLOBALIZATION; INFORMATIONAL ECONOMY
C. ENVIRONMENT; DEMOGRAPHY
D. PRIVATIZATION; DEREGULATION
E. ALL OF THE ABOVE
F. NONE OF THE ABOVE",E,E,Correct,1
 168 ,"WHAT IS MEANT BY ""GROWTH CORRIDORS"":
A. A PARTICULAR FORM OF DE-CONCENTRATION
B. CITIES IMMEDIATELY BELOW THE GLOBAL LEVEL
C. GLOBAL CITIES
D. NONE OF THE ABOVE",A,A,Correct,1
 169 ,"INTER-REGIONAL GROWTH MAY BE ANALYZED USING WHICH OF THE FOLLOWING:
A. INPUT-OUTPUT ANALYSIS
B. REGIONAL ACCOUNTS
C. ECONOMIC BASE THEORY
D. All OF THE ABOVE
E. NONE OF THE ABOVE",D,D,Correct,1
 170 ,"WHAT IS/ARE ELEMENTS OF HUMAN SETTLEMENTS:
A. MICRO-SPACE, MIDDLE-SCALE
B. NATURE, MAN, SOCIETY, SHELLS, NETWORKS
C. PRODUCTION, MOBILITY, COMMUNICATION
D. NONE OF THE ABOVE ",B,B,Correct,1
 171 ,"WHAT IS GROWTH FACTOR OF INDUSTRIAL TOWNS:
A. POPULATION CHANGE
B. EXPANDING COMMERCIAL ACTIVITY
C. ECONOMIC CHANGE
D. NONE OF THE ABOVE
E. ALL OF THE ABOVE",E,E,Correct,1
 172 ,"RA-7586 IS OTHERWISE KNOWN AS THE:
A. COMPREHENSIVE AND INTEGRATED SHELTER FINANCING ACT OF 1994
B. COMPREHENSIVE AGRARIAN REFORM LAW
C. NATIONAL INTEGRATED PROTECTED AREAS SYSTEM
D. NONE OF THE ABOVE",C,C,Correct,1
 173 ,"INDIGENOUS PEOPLE'S RIGHTS ACT IS THE TITLE OF WHICH LEGAL ISSUANCE?
A. PD-957
B. E0-71
C. RA-7279
D. RA-8371
E. NONE OF THE ABOVE",D,D,Correct,1
 174 ,"WHICH OF THE FOLLOWING IS NOT A COMPONENT OF THE RATIONALIZED LOCAL PLANNING SYSTEM?
A. LOCAL PLANNING 
B. PLANNING PROCESS 
C. CLUP AND CDP 
D. TOOLS, AUTHORITY LEVERS FOR PLAN IMPLEMENTATION 
E. PROVINCIAlJLOCAL PLANNING AND EXPENDITURE MANAGEMENT",E,E,Correct,1
 175 ,"SECTION 106 OF THE LOCAL GOVT. CODE PROVIDES THAT, ""EACH LOCAL GOVT UNIT SHALL HAVE A COMPREHENSIVE MULTI-SECTORAL DEV PLAN TO BE INITIATED BY ITS DEVELOPMENT COUNCIL AND APPROVED BY ITS SANGGUNIAN. FOR THIS PURPOSE, THE DEV COUNCIL AT THE PROVINCIAL, CITY, MUNICIPAL, OR BARANGGAY LEVEL, SHALL ASSIST THE CORRESPONDING SANGGUNIAN IN SETIING THE DIRECTION OF ECONOMIC AND SOCIAL DEVELOPMENT, AND COORDINATING DEVELOPMENT EFFORTS WITHIN ITS TERRITORIAL JURISDICTION"". THIS LOCAL GOVT BODY IS THE BIGGEST POLICY MAKING BODY IN THE LGU.
A. LOCAL DEVELOPMENT COUNCIL
B. LOCAL SANGGUNIAN (BA YAN, PANLALAWIGAN OR PANLUNSOD)
C. LOCAL PLANNING AND DEVELOPMENT OFFICE
D. LOCAL FINANCE COMMITIEE",B,B,Correct,1
 176 ,"WHAT ARE SOME OF THE TOOLS/AUTHORITY LEVERS FOR IMPLEMENTING CLUP?
A. BUILDING CODE
B. LOCAL DEVELOPMENT INVESTMENT PLAN
C. WATER CODE
D. ALL OF THE ABOVE
E. NONE OF THE BOVE",D,D,Correct,1
 177 ,"PLANNING IS A CYCLICAL AND ITERATIVE PROCESS. WHAT STEP IN THE MULTI SECTORAL PLANNING PROCESS SERVES AS THE LINK BETWEEN A ""SUCCESSOR"" AND ""PREDECESSOR"" PLAN, OR THE LINK BETWEEN TWO PLANNING CYCLES:
A. INVESTMENT PROGRAMMING
B. DETERMINING THE VISION-REALITY GAP
C. PLAN MONITORING AND EVALUATION
D. BUDGETING",B,B,Correct,1
 178 ,"ALONG WITH THE NETWORK OF PROTECTED AREAS OF AGRICULTURE AND AGRO-INDUSTRIAL DEVELOPMENT (NPAAAD), IT PROVIDES THE PHYSICAL BASIS FOR THE PROPER PLANNING OF SUSTAINABLE AGRICULTURE AND FISHERY DEVELOPMENT AND IN THE IDENTIFICATION OF SUITABLE CROPS, LIVESTOCK AND FISH THAT CAN BE ECONOMICALLY GROWN AND COMMERCIALLY DEVELOPED FOR LOCAL AND INTERNATIONAL MARKETS WITHOUT CREATING IRREVERSIBLE ENVIRONMENTAL AND HUMAN HEALTH PROBLEMS.
A. WATERSHED AREAS
B. INTEGRATED AREA DEVELOPMENT
C. COMPREHENSIVE LAND USE PLAN
D. STRATEGIC AGRICULTURE AND FISHERY DEVELOPMENT ZONE",D,D,Correct,1
 179 ,"THE STRUCTURE OF THE LOCAL ECONOMY IS DIVIDED INTO THE FOLLOWING SECTORS:
A. PRIMARY, SECONDARY AND ECONOMIC DEVELOPMENT SECTORS
B. AGRICULTURAL, FISHERIES AND MANUFACTURING
C. PRIMARY, SECONDAY AND TERTIARY SECTORS
D. SECONDARY, INSURANCE AND SERVICES SECTORS",C,C,Correct,1
 180 ,"THE PHIL CONSTITUTION STATES THAT, ""CONGRESS SHALL GIVEN THE HIGHEST PRIORITY TO THE ENACTMENT OF MEASURES THAT PROTECT AND ENHANCE THE RIGHT OF ALL PEOPLE TO HUMAN DIGNITY, REDUCE SOCIAL AND ECONOMIC INEQUALITIES BY EQUITABLY DIFFUSING WEALTH AND POLITICAL POWER FOR THE COMMON GOOD, TO THIS END, THE STATE SHALL REGULATE THE ACQUISITION, OWNERSHIP,USE AND DISPOSITION OF PROPERTY AND ITS INCREMENTS"". TO WHICH OF  REGULATORY POWERS IS DEVOLVED TO THE LOCAL GOVT UNITS?
A. ACQUISITION 
B. OWNERSHIP 
C. USE 
D. DISPOSITION",C,C,Correct,1
 181 ,"THE RECLASSIFICATION OF LAND FROM AGRICULTURAL TO OTHER URBAN USE IS ALLOWED UNDER SECTION-20 OF THE LOCAL GOVT CODE OF 1991 UNDER THE FOLLOWING CONDITIONS: 
1. WHEN THE LAND CEASES TO BE ECONOMICALLY FEASIBLE AND SOUND FOR AGRICULTURAL PURPOSES AS DETERMINED BY THE DEPT OF AGRICtJLTUR£. 
2. WHERE THE LAND SHALL HAVE SUBSTANTIALLY GREATER ECONOMIC VALUE FOR RESIDENTIAL, COMMERCIAL, OR INDUSTRIAL PURPOSES AS DETERMINED BY THE SANGGUNIAN. 
3. WHEN THE PROVINCIAL GOVERNOR SO D~SIRES 
4. WHEN THE PRESIDENT OF THE PHILS DECLARE SUCH RECLASSIFICATION
A. 1 & 2 
B. 2 & 3 
C. 3 7 4 
D. 1 & 4",A,A,Correct,1
 182 ,"RECLASSIFICATION OF AGRICULTURAL LAND SHALL BE LIMITED TO THE FOLLOWING PERCENTAGE OF THE TOTAL AGRICULTURAL LAND AREA IN-HIGHLY URBANIZED-AND INDEPENDEN'r-COMPONENT CITIES ATTHE TIME OF THE PASSAGE OF THE ORDINANCE:
A. 20%
B. 25%
c. 15 %
D. 30%",C,C,Correct,1
 183 ,"THESE ARE DWELLING UNITS COMPLETELY SURROUNDED BY YARDS.
A. SINGLE-DETACHED UNITS
B. SINGLE-ATTACHED UNITS
C. DUPLEXES
D. TOWNHOUSES
E. MEDIUM-RISE UNITS",A,A,Correct,1
 184 ,"THE AGENCY RESPONSIBLE FOR THE HOUSING PROGRAM THAT CATERS TO THE LOWEST 30% INCOME LEVEL OF THE PHIL POPULATION IS THE:
A. LOCAL HOUSING BOARD
B. HOUSING AND LAND USE REGULATORY COUNCIL
C. HOUSING AND URBAN DEVELOPMENT COUNCIL
D. NATIONAL HOUSING AUTHORITY",D,D,Correct,1
 185 ,"HOW MANY ADMINISTRATIVE REGIONS DO THE PHILIPPINES HAVE?
A. 12
B. 12
C. 15
D. 17",D,D,Correct,1
 186 ,"IT IS AN APPROACH TO UNDERSTANDING THE ENVIRONMENT AND NATURAL RESOURCES SECTOR ADOPTS THE ORGANIZED STRUCTURE OF THE DEPT OF ENVIRONMENT AND NATURAL RESOURCES (DENR) WHEREIN ONE  BUREAU CORRESPONDS TO ONE SECTOR:
A. PARAMETRIC APPROACH
B. SECTORALAPPROACH
C. ECOSYSTEM APPROACH
D. NONE OF THE ABOVE",B,B,Correct,1
 187 ,"WHICH OF THE FOLLOWING ARE NOT ECOSYSTEMS?
1. COASTAL/MARINE
2. FOREST
3. BIODIVERSITY
4. MINES
5. LOWLAND
A. 1 & 2
B. 2 & 3
C. 4 & 5
D. 3 & 4
E. NONE OF THE ABOVE",C,C,Correct,1
 188 ,"THE PHILS BOASTS OF A NUMBER OF WORLD HERITAGE SITES. IDENTIFY FROM AMONG THE LIST BELOW ONE THAT IS NOT:
A. BANAUE RICE TERRACES
B. BAROQUE CHURCHES
C. TUBBATAHA REEF MARINE PARL
D. MAYON VOLCANO",D,D,Correct,1
 189 ,"SEX RATIO IS DEFINED AS:
A. THE NUMBER OF FEMALES DIVIDED BY THE NUMBER OF MALES TIMES 100
B. THE NUMBER OF MALES DIVIDED BY THE NUMBER OF FEMALES TIMES 1,000
C. THE NUMBER OF MALES DIVIDED BY THE NUMBER OF FEMALES TIMES 100
D. THE NUMBER OF FEMALES DIVIDED BY THE NUMBER OF MALES TIMES 1,000",C,C,Correct,1
 190 ,"EKISTICS AS DEVELOPED BY DOXIADIS REFERS TO THE SCIENCE OF:
A. URBAN PLANNJNG
B. REGIONAL PLANNING
C. COMPREHENSIVE LAND USE PLANNING
D. HUMAN SITTLEMENTS",D,D,Correct,1
 191 ,"IT IS THE LARGEST UNIT IN THE POLITICAL STRUCTURE OF THE PHILIPPINES.
A. METRO MANILA
B. REGION
C. PROVINCE
D. MUNICIPALITY",C,C,Correct,1
 192 ,"THE LOCATION QUOTIENT OF A LOCALITY MAYBE MEASURED BY USING THESE VARIABLES.
A. NUMBER OF TEACHERS, MEDICAL PERSONNEL AND FIREMEN
B. NUMBER OF ESTABLISHMENTS WITH LOCATIONAL CLEARANCE
C. NUMBER OF EMPLOYMENT, NUMBER OF ESTABLISHMENTS, INVESTMENT
D. ALL OF THE ABOVE",C,C,Correct,1
 193 ,"RA-7160 REFERS TO:
A. THE NATL BLDG CODE
B. THE ADMINISTRATIVE CODE OF THE PHILS
C. THE LOCAL GOVT CODE OF 1991
D. THE REVENUE CODE",C,C,Correct,1
 194 ,"THE NEOCOLONIAL-DEPENDENtE MODEL REFERS TO:
A. INAPPROPRIATE ADVISED FROM FOREIGN EXPERTS
B. DIVERGENCE BETWEEN THE RICH AND POOR
C. UNEQUAL POWER RELATIONSHIP BETWEEN DEVELOPED COUNTRIES AND LCD's
D. All OF THE ABOVE ",C,C,Correct,1
 195 ,"ON THE OTHER HAND, THE DUALISTIC-DEVELOPMENT THESIS REFERS TO:
A. INAPPROPRIATE ADVISED FROM FOREIGN EXPERTS
B. DIVERGENCE BETWEEN THE RICH AND POOR
C. UNEQUAL POWER RELATIONSHIP BETWEEN DEVELOPED COUNTRIES AND LCD's
D. All OF THE ABOVE",A,A,Correct,1
 196 ,"THE NEC-CLASSICAL COUNTER REVOLUTION REFERS TO:
A. INCORRECT PRICING POLICIES
B. TOO MUCH STATE INTERVENTION
C. CORRUPTION
D. GOVERNMENT INEFFICIENCIES
E. ALL OF THE ABOVE",E,E,Correct,1
 197 ,"IT IS A PLANNING DELIBERATIVE BODY WHICH IS BASICALLY AN ADMINISTARTIVE ARRANGEMENT AND
DOES NOT CORRESPOND TO A GOVT UNIT.
A. CABINET COORDINATING COUNCIL
B. LEAGUE OF PROVINCE OF THE PHILS
C. REGIONAL DEVELOPMENT COUNCIL
D. NATIONAL DISASTER COORDINATING COUNCIL",C,C,Correct,1
 198 ,"IT IS THE TRANSLATION OF THE REGIONAL FRAMEWORK PLAN INTO A SPECIFIC PROGRAMS AND PROJECTS
A. REGIONAL DEVELOPMENT INVESTMENT PROGRAM
B. PROVINCIAL DEVELOPMENT PLAN
C. REGIONAL DEVELOPMENT COUNCIL ",A,A,Correct,1
 199 ,"WHICH OF THESE REGIONS HAVE GRANTED AUTONOMY BY THE 1987 CONST.
1. CORDILLERA ADMINISTRATIVE REGION
2. AUTONOMOUS REGION OF MUSLIM MINDANAO
3. BIMP-EAGA
4. ISLAMIC CITY OF MARAWI
A. 1 & 2
B. 2 & 3
c. 3 & 4
D. 4 & 1
E. ALL OF THE ABOVE",A,A,Correct,1
 200 ,"EO-561 PROVIDES FOR THE CREATION OF SUPER REGIONS. WHICH OF THE FOLLOWING IS NOT AMONG THEM? 
A. NORTH LUZON AGRIBUSINESS QUADRANGLE
B. AUTONOMOUS REGION OF MUSLIM MINDANAO 
C. LUZON CYBER BELTWAY 
D. CYBER CORRIDOR",B,B,Correct,1
 201 ,"THE TYPE OF INFRASTRUCTURE INTENDED TO FACILITATE THE PERFORMANCE OF THE GOVT OF ESSENTIAL PUBLIC SERVICES.
A. SOCIAL INFRASTRUCTURE
B. ADMINISTRATIVE SUPPORT INFRASTRUCTURE
C. ECONOMIC SUPPORT INFRASTRUCTURE
D. NAUTICAL HIGHWAYS",B,B,Correct,1
